RAZON SOCIAL,CUIT,SERVICIO,RESOLUCION,FECHA RES,EXPEDIENTE,DOMICILIO,LOCALIDAD,PROVINCIA,C.POSTAL,TELEFONO
"COOPERATIVA DE ELECTRICIDAD, CONSUMO, CREDITO Y OTROS SERVICIOS PUBLICOS DE ANTONIO CARBONI LIMITADA",30-58243745-5,SVA,    8SC  2011,28/12/2011,EXPCNT 14173/1993,CALLE 8 Y 39 S/N°  ,ANTONIO CARBONI,BUENOS AIRES,B7243BGA,02227-49-5006
"COOPERATIVA DE ELECTRICIDAD, CONSUMO, CREDITO Y OTROS SERVICIOS PUBLICOS DE ANTONIO CARBONI LIMITADA",30-58243745-5,REVEN,    8SC  2011,28/12/2011,EXPCNT 14173/1993,CALLE 8 Y 39 S/N°  ,ANTONIO CARBONI,BUENOS AIRES,B7243BGA,02227-49-5006
"COOPERATIVA DE ELECTRICIDAD, CONSUMO, CREDITO Y OTROS SERVICIOS PUBLICOS DE ANTONIO CARBONI LIMITADA",30-58243745-5,SRC,   74SOPC1994,07/02/1994,EXPCNT 14173/1993,CALLE 8 Y 39 S/N°  ,ANTONIO CARBONI,BUENOS AIRES,B7243BGA,02227-49-5006
"COOPERATIVA DE ELECTRICIDAD, CONSUMO, CREDITO Y OTROS SERVICIOS PUBLICOS DE ANTONIO CARBONI LIMITADA",30-58243745-5,SRSVR,124 COMFER/1993,,EXPCOMFER 838/1992,CALLE 8 Y 39 S/N°  ,ANTONIO CARBONI,BUENOS AIRES,B7243BGA,02227-49-5006
"COOPERATIVA DE ELECTRICIDAD, CONSUMO, CREDITO Y OTROS SERVICIOS PUBLICOS DE ANTONIO CARBONI LIMITADA",30-58243745-5,SRSVF,650/07,,EXPCOMFER 1401/1996,CALLE 8 Y 39 S/N°  ,ANTONIO CARBONI,BUENOS AIRES,B7243BGA,02227-49-5006
"COOPERATIVA DE ELECTRICIDAD, CREDITO, OBRAS Y SERVICIOS PUBLICOS Y VIVIENDA DE MELO LIMITADA",30-54579208-3,SVA,2121  ENACOM/2017,05/04/2017,EXPCNC 11442/2013,AVDA. SAN MARTIN 410  ,MELO,CORDOBA,6123,03385-49-8326
"COOPERATIVA DE ELECTRICIDAD, CREDITO, OBRAS Y SERVICIOS PUBLICOS Y VIVIENDA DE MELO LIMITADA",30-54579208-3,SRSVF,2228 AFSCA/2012,,EXPAFSCA 212/2011,AVDA. SAN MARTIN 410  ,MELO,CORDOBA,6123,03385-49-8326
"COOPERATIVA DE ELECTRICIDAD, CREDITOS, OBRAS Y SERVICIOS PUBLICOS DE VICTORICA LIMITADA",30-57186827-6,VA-ISP,2075 ENACOM/2021,21/12/2021,EX- -APN-REYS#ENACOM 73973188/2021,14 720  ,VICTORICA,LA PAMPA,6319,02338-43-2213
"COOPERATIVA DE ELECTRICIDAD, CREDITOS, OBRAS Y SERVICIOS PUBLICOS DE VICTORICA LIMITADA",30-57186827-6,REVEN,2075 ENACOM/2021,21/12/2021,EX- -APN-REYS#ENACOM 73973188/2021,14 720  ,VICTORICA,LA PAMPA,6319,02338-43-2213
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS ARROYO ALGODON LIMITADA",30-57186667-2,STB, 1802CNT 1993,13/04/1993,EXPSC 8081/1989,ALTE. GUILLERMO BROWN 405  ,ARROYO ALGODON,CORDOBA,5909,0353-487-8001
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS ARROYO ALGODON LIMITADA",30-57186667-2,VA-ISP,5158  ENACOM/2017,11/12/2017,EX- -APN-SDYME#ENACOM 23802134/2017,ALTE. GUILLERMO BROWN 405  ,ARROYO ALGODON,CORDOBA,5909,0353-487-8001
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS DE ACHIRAS LIMITADA",30-54579253-9,STB, 2898CNT 1992,09/09/1992,EXPSC 7645/1988,RIVADAVIA 117  ,ACHIRAS (DPTO. RIO CUARTO),CORDOBA,5833,0358-464-7500
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS DE BENGOLEA LIMITADA",30-54576001-7,STB, 1787CNT 1993,13/04/1993,EXPCNT 6949/1992,AVDA. GRAL. JOSE DE SAN MARTIN 450  ,BENGOLEA,CORDOBA,X5807BDJ,0353-487-3300
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS DE BENGOLEA LIMITADA",30-54576001-7,SVA,145  ENACOM/2017,06/01/2017,EXPCNT 6949/1992,AVDA. GRAL. JOSE DE SAN MARTIN 450  ,BENGOLEA,CORDOBA,X5807BDJ,0353-487-3300
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS DE BENGOLEA LIMITADA",30-54576001-7,SRSVF,10199 ENACOM/2016,30/12/2016,EXPAFSCA 461/2014,AVDA. GRAL. JOSE DE SAN MARTIN 450  ,BENGOLEA,CORDOBA,X5807BDJ,0353-487-3300
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS DE INTENDENTE ALVEAR LIMITADA (COSERIA)",30-54571686-7,SVA,2163  ENACOM/2017,05/04/2017,EXPCNC 7533/2014,SARMIENTO 1093  ,INTENDENTE ALVEAR,LA PAMPA,L6221AMK,02302-48-1026
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS DE INTENDENTE ALVEAR LIMITADA (COSERIA)",30-54571686-7,SRSVF,1471 ENACOM/2021,06/10/2021,EX- -APN-REYS#ENACOM 5253150/2020,SARMIENTO 1093  ,INTENDENTE ALVEAR,LA PAMPA,L6221AMK,02302-48-1026
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS DE LA ADELA LIMITADA",30-70778901-4,VA-ISP,179 ENACOM/2020,03/03/2020,EX- -APN-SDYME#ENACOM 48336215/2018,AZCUENAGA 1030  ,LA ADELA,LA PAMPA,L8134BVB,02920-60-9329
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS LA PLAYOSA LIMITADA",30-55883775-2,STB, 1420CNT 1992,01/07/1992,EXPCNT 398/1992,BUENOS AIRES (ESQUINA FERNANDEZ) 600  ,LA PLAYOSA,CORDOBA,X5911ACP,0353-489-9111
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS LA PLAYOSA LIMITADA",30-55883775-2,VA-ISP,4772  ENACOM/2017,27/11/2017,EXPENACOM 15515/2016,BUENOS AIRES (ESQUINA FERNANDEZ) 600  ,LA PLAYOSA,CORDOBA,X5911ACP,0353-489-9111
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS LA PLAYOSA LIMITADA",30-55883775-2,SRSVF,711 COMFER/1993,,EXPCOMFER 820/1990,BUENOS AIRES (ESQUINA FERNANDEZ) 600  ,LA PLAYOSA,CORDOBA,X5911ACP,0353-489-9111
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS LIMITADA DE CORONEL MOLDES",30-54572115-1,STL,  117SC  2002,17/07/2002,EXPCNC 1201/2002,SAN MARTIN GRAL JOSE DE 281 - Piso PB ,CORONEL MOLDES,CORDOBA,X5847CJE,03582-43-6086
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS LIMITADA DE CORONEL MOLDES",30-54572115-1,SVA,10201  ENACOM/2016,30/12/2016,EXPCNC 1201/2002,SAN MARTIN GRAL JOSE DE 281 - Piso PB ,CORONEL MOLDES,CORDOBA,X5847CJE,03582-43-6086
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS LIMITADA DE VILLA RUMIPAL",30-54571761-8,STB, 1786CNT 1993,13/04/1993,EXPSC 11254/1988,SARMIENTO DOMINGO FAUSTINO 376  ,VILLA RUMIPAL,CORDOBA,X5864AVQ,03456-49-8415
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS LIMITADA DE VILLA RUMIPAL",30-54571761-8,VA-ISP,6924  ENACOM/2017,27/07/2017,EXPENACOM 16462/2016,SARMIENTO DOMINGO FAUSTINO 376  ,VILLA RUMIPAL,CORDOBA,X5864AVQ,03456-49-8415
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS LIMITADA LAS HIGUERAS",33-54576117-9,VA-ISP,1494  ENACOM/2017,07/03/2017,EXPENACOM 12036/2016,ITALIA 198  ,LAS HIGUERAS,CORDOBA,5805,0358-422-6402
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS LIMITADA LAS HIGUERAS",33-54576117-9,SRSVF,9683 ENACOM/2016,27/12/2016,EXPAFSCA 3440/2013,ITALIA 198  ,LAS HIGUERAS,CORDOBA,5805,0358-422-6402
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS RANCUL LIMITADA",30-60554253-7,STL,4507  ENACOM/2017,06/06/2017,EXPCNC 11269/2012,AVENIDA SANTAMARINA 851  ,CORONEL DORREGO,BUENOS AIRES,B7509ATI,02983-49-5340
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS RANCUL LIMITADA",30-60554253-7,STLDI,4507  ENACOM/2017,06/06/2017,EXPCNC 11269/2012,AVENIDA SANTAMARINA 851  ,CORONEL DORREGO,BUENOS AIRES,B7509ATI,02983-49-5340
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS RANCUL LIMITADA",30-60554253-7,STLDN,4507  ENACOM/2017,06/06/2017,EXPCNC 11269/2012,AVENIDA SANTAMARINA 851  ,CORONEL DORREGO,BUENOS AIRES,B7509ATI,02983-49-5340
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS RANCUL LIMITADA",30-60554253-7,STP,4507  ENACOM/2017,06/06/2017,EXPCNC 11269/2012,AVENIDA SANTAMARINA 851  ,CORONEL DORREGO,BUENOS AIRES,B7509ATI,02983-49-5340
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS RANCUL LIMITADA",30-60554253-7,STD,4507  ENACOM/2017,06/06/2017,EXPCNC 11269/2012,AVENIDA SANTAMARINA 851  ,CORONEL DORREGO,BUENOS AIRES,B7509ATI,02983-49-5340
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS RANCUL LIMITADA",30-60554253-7,SVA,4507  ENACOM/2017,06/06/2017,EXPCNC 11269/2012,AVENIDA SANTAMARINA 851  ,CORONEL DORREGO,BUENOS AIRES,B7509ATI,02983-49-5340
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS WINIFREDA LIMITADA",30-54563797-5,VA-ISP,10452  ENACOM/2016,30/12/2016,EXPENACOM 12994/2016,SARMIENTO 501  ,WINIFREDA,LA PAMPA,501,02333-49-7529
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS, CREDITOS Y ANEXOS DE TRENEL LIMITADA (COSTREN)",33-54571600-9,SVA,1393 ENACOM/2018,29/11/2018,EXPCNC 10986/2014,JOSE INGENIEROS 31  ,TRENEL,LA PAMPA,6369,02302-49-9300
"COOPERATIVA DE ELECTRICIDAD, OBRAS Y SERVICIOS PUBLICOS, CREDITOS Y ANEXOS DE TRENEL LIMITADA (COSTREN)",33-54571600-9,SRSVF,1008 COMFER/2009,,EXPCOMFER 995/2008,JOSE INGENIEROS 31  ,TRENEL,LA PAMPA,6369,02302-49-9300
"COOPERATIVA DE ELECTRICIDAD, OBRAS, CREDITO, VIVIENDA Y SERVICIOS PUBLICOS DE LAS FLORES LIMITADA",30-54571310-8,STL,   12SC  2005,19/01/2005,EXPCNC 6754/2003,25 DE MAYO 513  ,LAS FLORES,BUENOS AIRES,B7200ABK,02244-45-4161
"COOPERATIVA DE ELECTRICIDAD, OBRAS, CREDITO, VIVIENDA Y SERVICIOS PUBLICOS DE LAS FLORES LIMITADA",30-54571310-8,STLDN,   12SC  2005,19/01/2005,EXPCNC 6754/2003,25 DE MAYO 513  ,LAS FLORES,BUENOS AIRES,B7200ABK,02244-45-4161
"COOPERATIVA DE ELECTRICIDAD, OBRAS, CREDITO, VIVIENDA Y SERVICIOS PUBLICOS DE LAS FLORES LIMITADA",30-54571310-8,STLDI,   12SC  2005,19/01/2005,EXPCNC 6754/2003,25 DE MAYO 513  ,LAS FLORES,BUENOS AIRES,B7200ABK,02244-45-4161
"COOPERATIVA DE ELECTRICIDAD, OBRAS, CREDITO, VIVIENDA Y SERVICIOS PUBLICOS DE LAS FLORES LIMITADA",30-54571310-8,STP,   12SC  2005,19/01/2005,EXPCNC 6754/2003,25 DE MAYO 513  ,LAS FLORES,BUENOS AIRES,B7200ABK,02244-45-4161
"COOPERATIVA DE ELECTRICIDAD, OBRAS, CREDITO, VIVIENDA Y SERVICIOS PUBLICOS DE LAS FLORES LIMITADA",30-54571310-8,SVA,   12SC  2005,19/01/2005,EXPCNC 6754/2003,25 DE MAYO 513  ,LAS FLORES,BUENOS AIRES,B7200ABK,02244-45-4161
"COOPERATIVA DE ELECTRICIDAD, OBRAS, SERVICIOS PUBLICOS, VIVIENDA Y CONSUMO DE LOZADA LIMITADA",33-59007311-9,SRSVF,1275 AFSCA/2013,,EXPCOMFER 2602/2009,CORRIENTES 38  ,LOZADA,CORDOBA,X5104ADB,03572-49-2031
"COOPERATIVA DE ELECTRICIDAD, PROVISION DE SERVICIOS PUBLICOS Y EDIFICACION DE LA PUERTA LIMITADA",30-54574814-9,VA-ISP,952 ENACOM/2021,09/08/2021,EX- -APN-SDYME#ENACOM 102086760/2019,LOS ALPES 580  ,LA PUERTA,CORDOBA,X5138APD,03575-42-2162
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS PUBLICOS Y VIVIENDA DE DIEGO DE ALVEAR LIMITADA",30-63076574-5,SVA, 2488SC  1997,25/08/1997,EXPCNC E 3819/1997,GRAL JOSE DE SAN MARTIN Y ESPAÑA S/N  ,DIEGO DE ALVEAR,SANTA FE,6036,03382-49-3507
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS PUBLICOS Y VIVIENDA DE DIEGO DE ALVEAR LIMITADA",30-63076574-5,STB,  612CNT 1992,18/05/1992,EXPSC 16395/1988,GRAL JOSE DE SAN MARTIN Y ESPAÑA S/N  ,DIEGO DE ALVEAR,SANTA FE,6036,03382-49-3507
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS PUBLICOS, VIVIENDA Y CREDITO DE AUSONIA LIMITADA",30-54580752-8,SRSVF,307 AFSCA/2013,,EXPAFSCA 1078/2010,25 DE MAYO 445  ,AUSONIA,NO ESPECIFICADO,5901,0353-488-8061
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS PUBLICOS, VIVIENDA Y CREDITO DE CHAZON LIMITADA",33-54576070-9,SVA,4431  ENACOM/2018,23/05/2018,EXPCNC 10684/2013,21 137  ,CHAZON,CORDOBA,X2675AOC,0353-488-2050
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS PUBLICOS, VIVIENDA Y CREDITO DE CHAZON LIMITADA",33-54576070-9,SRSVF,798 COMFER/2005,,EXPCOMFER 858/1996,21 137  ,CHAZON,CORDOBA,X2675AOC,0353-488-2050
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS PUBLICOS, VIVIENDA Y CREDITO DE VILLA CAÑAS LIMITADA - CO.E.VI.CAL",30-60528320-5,STD,   41SC  2011,07/04/2011,EXPCNC 3703/2006,55 565  ,VILLA CAÑAS,SANTA FE,S2607BAK,03465-45-0899
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS PUBLICOS, VIVIENDA Y CREDITO DE VILLA CAÑAS LIMITADA - CO.E.VI.CAL",30-60528320-5,SVA,   41SC  2011,07/04/2011,EXPCNC 3703/2006,55 565  ,VILLA CAÑAS,SANTA FE,S2607BAK,03465-45-0899
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LIMITADA",33-51715764-9,SAVR, 1146SC  1999,02/09/1999,EXPCNC E 5274/1997,MITRE 2660  ,SAN BERNARDO DEL TUYU,BUENOS AIRES,B7111BPY,02257-46-5151
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LIMITADA",33-51715764-9,STLDI,  283SC  2002,26/12/2002,EXPCNC E 5274/1997,MITRE 2660  ,SAN BERNARDO DEL TUYU,BUENOS AIRES,B7111BPY,02257-46-5151
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LIMITADA",33-51715764-9,STLDN,  283SC  2002,26/12/2002,EXPCNC E 5274/1997,MITRE 2660  ,SAN BERNARDO DEL TUYU,BUENOS AIRES,B7111BPY,02257-46-5151
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LIMITADA",33-51715764-9,SAP, 2901SC  1997,29/09/1997,EXPCNC E 5274/1997,MITRE 2660  ,SAN BERNARDO DEL TUYU,BUENOS AIRES,B7111BPY,02257-46-5151
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LIMITADA",33-51715764-9,STD, 2901SC  1997,29/09/1997,EXPCNC E 5274/1997,MITRE 2660  ,SAN BERNARDO DEL TUYU,BUENOS AIRES,B7111BPY,02257-46-5151
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LIMITADA",33-51715764-9,SVA, 2901SC  1997,29/09/1997,EXPCNC E 5274/1997,MITRE 2660  ,SAN BERNARDO DEL TUYU,BUENOS AIRES,B7111BPY,02257-46-5151
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LIMITADA",33-51715764-9,STB,  660CNT 1992,18/05/1992,EXPCNT 2742/1992,MITRE 2660  ,SAN BERNARDO DEL TUYU,BUENOS AIRES,B7111BPY,02257-46-5151
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LIMITADA",33-51715764-9,SRSVF,4268 ENACOM/2019,07/10/2019,EXPAFSCA 1235/2013,MITRE 2660  ,SAN BERNARDO DEL TUYU,BUENOS AIRES,B7111BPY,02257-46-5151
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS Y OBRAS PUBLICAS DE SAN BERNARDO LIMITADA",33-51715764-9,OMV,4268 ENACOM/2019,07/10/2019,EX- -APN-SDYME#ENACOM 31555653/2018,MITRE 2660  ,SAN BERNARDO DEL TUYU,BUENOS AIRES,B7111BPY,02257-46-5151
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS, OBRAS PUBLICAS, VIVIENDA Y CREDITO DE VILLA IRIS LIMITADA",30-58243752-8,SVA,2540  ENACOM/2016,16/05/2016,EXPCNC 4929/2012,ESPAÑA 295  ,VILLA IRIS,BUENOS AIRES,B8126ALE,02925-43-2556
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS, OBRAS PUBLICAS, VIVIENDA Y CREDITO DE VILLA IRIS LIMITADA",30-58243752-8,SRSVF,103 COMFER/1988,,EXPCOMFER 828/1986,ESPAÑA 295  ,VILLA IRIS,BUENOS AIRES,B8126ALE,02925-43-2556
"COOPERATIVA DE ELECTRICIDAD, SERVICIOS, OBRAS PUBLICAS, VIVIENDA Y CREDITO DE VILLA IRIS LIMITADA",30-58243752-8,SRSVR,802/94,,EXPCOMFER 828/1986,ESPAÑA 295  ,VILLA IRIS,BUENOS AIRES,B8126ALE,02925-43-2556
"COOPERATIVA DE ELECTRICIDAD, VIVIENDA Y SERVICIOS ANEXOS DE PUEBLO ESTHER LIMITADA",30-54580929-6,STB,  628CNT 1992,18/05/1992,EXPSC 6316/1989,JUAN BAUTISTA ALBERDI 1316  ,PUEBLO ESTHER,SANTA FE,S2129DNA,03402-49-9560
"COOPERATIVA DE ELECTRICIDAD, VIVIENDAS Y ANEXOS DE LA CESIRA LIMITADA",30-54574821-1,SVA, 2696SC  1997,16/09/1997,EXPCNC E 4690/1997,LAVALLE 117  ,LA CESIRA,CORDOBA,X6101APA,03382-49-1308
"COOPERATIVA DE ELECTRICIDAD, VIVIENDAS Y ANEXOS DE LA CESIRA LIMITADA",30-54574821-1,STB,  615CNT 1992,18/05/1992,EXPCNT 2619/1992,LAVALLE 117  ,LA CESIRA,CORDOBA,X6101APA,03382-49-1308
"COOPERATIVA DE ELECTRICIDAD, VIVIENDAS Y ANEXOS DE LA CESIRA LIMITADA",30-54574821-1,SRSVF,80 AFSCA/2013,,EXPCOMFER 2605/2009,LAVALLE 117  ,LA CESIRA,CORDOBA,X6101APA,03382-49-1308
COOPERATIVA DE ELECTRIFICACION Y TECNIFICACION AGROPECUARIA SOLIS Y AZCUENAGA LIMITADA,30-57719975-9,VA-ISP,6889  ENACOM/2017 ,26/07/2017,EXPENACOM 11828/2017,AVDA. PEDRO A. TERREN Y PEDRO SILLON S/N  ,AZCUENAGA,BUENOS AIRES,B6721ACA,02325-49-1012
COOPERATIVA DE EMPRENDIMIENTOS MULTIPLES SUDECOR LITORAL LIMITADA                                   ,30-57130220-5,STL,   40SC  2002,30/05/2002,EXPCNC E 7877/2001,CORDOBA 399  ,BELL VILLE,CORDOBA,X2550AAG,03537-41-1111
COOPERATIVA DE EMPRENDIMIENTOS MULTIPLES SUDECOR LITORAL LIMITADA                                   ,30-57130220-5,SVA,  131SC  2005,31/05/2005,EXPCNC E 7877/2001,CORDOBA 399  ,BELL VILLE,CORDOBA,X2550AAG,03537-41-1111
COOPERATIVA DE EMPRENDIMIENTOS MULTIPLES SUDECOR LITORAL LIMITADA                                   ,30-57130220-5,STP,  131SC  2005,31/05/2005,EXPCNC E 7877/2001,CORDOBA 399  ,BELL VILLE,CORDOBA,X2550AAG,03537-41-1111
COOPERATIVA DE EMPRENDIMIENTOS MULTIPLES SUDECOR LITORAL LIMITADA                                   ,30-57130220-5,STLDI,  131SC  2005,31/05/2005,EXPCNC E 7877/2001,CORDOBA 399  ,BELL VILLE,CORDOBA,X2550AAG,03537-41-1111
COOPERATIVA DE EMPRENDIMIENTOS MULTIPLES SUDECOR LITORAL LIMITADA                                   ,30-57130220-5,STLDN,  131SC  2005,31/05/2005,EXPCNC E 7877/2001,CORDOBA 399  ,BELL VILLE,CORDOBA,X2550AAG,03537-41-1111
COOPERATIVA DE EMPRENDIMIENTOS MULTIPLES SUDECOR LITORAL LIMITADA                                   ,30-57130220-5,SRSVF,4988 ENACOM/2018,17/08/2018,EXPAFSCA 261/2014,CORDOBA 399  ,BELL VILLE,CORDOBA,X2550AAG,03537-41-1111
COOPERATIVA DE ENERGIA ELECTRICA COLONIA SAN BARTOLOME LIMITADA,30-54580011-6,VA-ISP,1446 ENACOM/2018,03/12/2018,EX- -APN-SDYME#ENACOM 24003255/2017,25 DE MAYO 846  ,COLONIA SAN BARTOLOME,CORDOBA,2426,03564-49-6089
COOPERATIVA DE ENERGIA ELECTRICA Y AGUA DE TIO PUJIO LIMITADA,30-54579932-0,STL,   46SC  2006,30/03/2006,EXPCNC 6041/2003,MONTEVIDEO 10  ,TIO PUJIO,CORDOBA,5936,011-5031-3223
COOPERATIVA DE ENERGIA ELECTRICA Y AGUA DE TIO PUJIO LIMITADA,30-54579932-0,STLDN,   46SC  2006,30/03/2006,EXPCNC 6041/2003,MONTEVIDEO 10  ,TIO PUJIO,CORDOBA,5936,011-5031-3223
COOPERATIVA DE ENERGIA ELECTRICA Y AGUA DE TIO PUJIO LIMITADA,30-54579932-0,STLDI,   46SC  2006,30/03/2006,EXPCNC 6041/2003,MONTEVIDEO 10  ,TIO PUJIO,CORDOBA,5936,011-5031-3223
COOPERATIVA DE ENERGIA ELECTRICA Y AGUA DE TIO PUJIO LIMITADA,30-54579932-0,SVA,3849  ENACOM/2017,15/05/2017,EXPCNC 6041/2003,MONTEVIDEO 10  ,TIO PUJIO,CORDOBA,5936,011-5031-3223
COOPERATIVA DE ENERGIA ELECTRICA Y AGUA DE TIO PUJIO LIMITADA,30-54579932-0,SRSVF,411 AFSCA/2014,,EXPAFSCA 570/2010,MONTEVIDEO 10  ,TIO PUJIO,CORDOBA,5936,011-5031-3223
COOPERATIVA DE ENERGIA ELECTRICA Y CONSUMOS DE IBARLUCEA LIMITADA,30-63338485-8,VA-ISP,3851  ENACOM/2017,15/05/2017,EXPENACOM 310/2017,SANTA FE (Y BELGRANO) 190  ,IBARLUCEA,SANTA FE,2143,0341-490-4236
COOPERATIVA DE ENERGIA ELECTRICA Y OTROS SERVICIOS PUBLICOS DE LAS VARILLAS LIMITADA,30-54575800-4,REVEN,   20SC  2013,14/02/2013,EXPCNC 4923/2004,9 DE JULIO 148 - Piso PB ,LAS VARILLAS,CORDOBA,X5992ABD,03533-42-2551
COOPERATIVA DE ENERGIA ELECTRICA Y OTROS SERVICIOS PUBLICOS DE LAS VARILLAS LIMITADA,30-54575800-4,STL,   20SC  2013,14/02/2013,EXPCNC 4923/2004,9 DE JULIO 148 - Piso PB ,LAS VARILLAS,CORDOBA,X5992ABD,03533-42-2551
COOPERATIVA DE ENERGIA ELECTRICA Y OTROS SERVICIOS PUBLICOS DE LAS VARILLAS LIMITADA,30-54575800-4,SVA,   20SC  2013,14/02/2013,EXPCNC 4923/2004,9 DE JULIO 148 - Piso PB ,LAS VARILLAS,CORDOBA,X5992ABD,03533-42-2551
COOPERATIVA DE ENERGIA ELECTRICA Y OTROS SERVICIOS PUBLICOS DE LAS VARILLAS LIMITADA,30-54575800-4,STP,   20SC  2013,14/02/2013,EXPCNC 4923/2004,9 DE JULIO 148 - Piso PB ,LAS VARILLAS,CORDOBA,X5992ABD,03533-42-2551
COOPERATIVA DE ENERGIA ELECTRICA Y OTROS SERVICIOS PUBLICOS DE LAS VARILLAS LIMITADA,30-54575800-4,STLDN,   20SC  2013,14/02/2013,EXPCNC 4923/2004,9 DE JULIO 148 - Piso PB ,LAS VARILLAS,CORDOBA,X5992ABD,03533-42-2551
COOPERATIVA DE ENERGIA ELECTRICA Y OTROS SERVICIOS PUBLICOS DE LAS VARILLAS LIMITADA,30-54575800-4,STLDI,   20SC  2013,14/02/2013,EXPCNC 4923/2004,9 DE JULIO 148 - Piso PB ,LAS VARILLAS,CORDOBA,X5992ABD,03533-42-2551
COOPERATIVA DE ENERGIA ELECTRICA Y OTROS SERVICIOS PUBLICOS DE LAS VARILLAS LIMITADA,30-54575800-4,SRSVF,1922 AFSCA/2011,,EXPCOMFER 1629/2009,9 DE JULIO 148 - Piso PB ,LAS VARILLAS,CORDOBA,X5992ABD,03533-42-2551
COOPERATIVA DE LUZ Y FUERZA DE ELENA LIMITADA,30-54573033-9,VA-ISP,5760  ENACOM/2017,26/12/2017,EXPENACOM 10307/2017,BOULEVARD GENERAL PAZ 64  ,ELENA,CORDOBA,5815,0358-488-1245
COOPERATIVA DE LUZ Y FUERZA DE ELENA LIMITADA,30-54573033-9,SRSVF,288 COMFER/1994,,EXPCOMFER 1182/1991,BOULEVARD GENERAL PAZ 64  ,ELENA,CORDOBA,5815,0358-488-1245
COOPERATIVA DE LUZ Y FUERZA DE HILARIO ASCASUBI LIMITADA,30-61386356-3,VA-ISP,4687  ENACOM/2017,24/11/2017,EXPENACOM 9622/2017,LEON INDART 268  ,HILARIO ASCASUBI,BUENOS AIRES,B8142AXP,02928-49-1054
